code,lib,inscrits,abstentions,votants,blancs,nuls,exprimes,LFI,REN,PSPP,RN,EELV,LR,REC,UPR,PARTI_ANIMAL,ECO_AU_CENTRE,ALLIANCE_RURAL,PCF,PATRIOTES,EUROPE_TERRITOIRES_ECOLOGIES,EQUINOXE,LO,ECO_POSI_ET_TERRITOIRE,42,NPA,DEFENDRE_LES_ENFANTS,ESPERANTO,FORTERESSE_EUROPE,43,FRANCE_LIBRE,10,PARTI_PIRATE,40,PARTI_DES_TRAVAILLEURS,PAIX_ET_DECROISSANCE,POUR_UNE-HUMANITE_SOUVERAINE,41,PARTI_CITOYENS_EUROPEENS,NOUVELLE_DONNE,ASSOCIATION_NATIONALE_DES_COMMUNISTES,45
63039,Beurières,276,109,167,4,5,158,16,18,17,45,7,9,7,2,,1,17,13,2,3,,1,,,,,,,,,,,,,,,,,,,
63295,Randan,1102,530,572,10,21,541,34,58,62,249,14,29,23,8,10,5,18,17,8,,1,4,1,,,,,,,,,,,,,,,,,,
63334,Saint-Dier-d'Auvergne,467,177,290,6,9,275,17,22,22,103,9,19,13,3,10,2,11,35,1,,2,2,,,2,,,,,,,1,,,,,1,,,,
63379,Saint-Myon,414,167,247,9,3,235,11,27,32,85,8,22,19,1,3,1,7,14,3,1,1,,,,,,,,,,,,,,,,,,,,
63408,Sauret-Besserve,159,55,104,5,6,93,11,8,12,30,1,5,,,7,3,5,7,,1,,1,,,1,,,,,,,,,,,,,,1,,
63427,Teilhède,409,138,271,2,3,266,9,34,43,99,8,20,14,3,10,6,6,7,2,1,1,1,1,,,,,,,,,1,,,,,,,,,
63428,Teilhet,258,120,138,3,3,132,3,9,23,41,3,15,8,1,5,1,6,14,2,,,,1,,,,,,,,,,,,,,,,,,
63454,Vertolaye,450,187,263,7,6,250,10,26,16,111,5,17,10,7,6,4,8,22,4,,1,,3,,,,,,,,,,,,,,,,,,
63156,Esteil,53,16,37,1,0,36,3,1,3,8,,7,,,1,,3,10,,,,,,,,,,,,,,,,,,,,,,,
63047,La Bourboule,1434,674,760,11,18,731,32,98,103,248,36,49,52,15,16,8,22,21,9,4,4,4,4,,2,,,,,,,,,,,,1,,3,,
63048,Bourg-Lastic,697,310,387,8,9,370,19,50,62,111,6,31,22,,8,4,22,17,7,3,1,3,1,,,,1,,,,,,,,,,,,2,,
63101,Château-sur-Cher,68,29,39,0,0,39,,6,4,16,4,2,1,1,1,,4,,,,,,,,,,,,,,,,,,,,,,,,
63102,Châteldon,656,279,377,8,18,351,43,23,27,107,15,30,26,2,6,5,19,36,3,,2,3,2,,2,,,,,,,,,,,,,,,,
63264,Orcival,192,72,120,3,6,111,3,14,8,40,9,8,6,1,1,1,15,4,,,,,1,,,,,,,,,,,,,,,,,,
63265,Orléat,1866,892,974,15,30,929,24,109,127,372,26,83,59,10,28,12,23,40,5,2,,6,,,1,,,,,,,,,,,,1,,1,,
63267,Palladuc,474,206,268,5,7,256,10,19,32,109,17,11,10,1,3,4,18,16,,,2,1,,,,,,2,,1,,,,,,,,,,,
63244,Chambaron sur Morge,1282,510,772,15,16,741,38,105,113,272,34,42,39,2,13,10,22,24,12,2,5,3,2,,1,,,,,,,,,,,,1,,,,1
63246,Murat-le-Quaire,433,152,281,3,7,271,13,32,47,94,20,17,12,6,8,3,8,2,5,,,1,2,,,,1,,,,,,,,,,,,,,
